Identifier	Character	Dialogue	Filename	Line Number	Ren'Py Script
w0_d2_LunchFlirtC_18437b80	js	"What a simp..."	game/scripts/orientation/w0_d2 choices/w0_d2_LunchFlirt.rpy	16	js "[what]"
w0_d2_LunchFlirtC_c59cf156	mc	"Especially you JavaScript."	game/scripts/orientation/w0_d2 choices/w0_d2_LunchFlirt.rpy	20	mc "[what]"
w0_d2_LunchFlirtC_013f3335_2	mc	{i}Winks{/i}	game/scripts/orientation/w0_d2 choices/w0_d2_LunchFlirt.rpy	21	mc "[what]"
w0_d2_LunchFlirtC_a073c589	js	"Wow, way to ruin an apology."	game/scripts/orientation/w0_d2 choices/w0_d2_LunchFlirt.rpy	22	js "[what]"
w0_d2_LunchFlirtC_b1cd275a	js	"I expected nothing less."	game/scripts/orientation/w0_d2 choices/w0_d2_LunchFlirt.rpy	23	js "[what]"
w0_d2_LunchFlirtC_e5d6ea6b	c	"Men..."	game/scripts/orientation/w0_d2 choices/w0_d2_LunchFlirt.rpy	24	c "[what]"
w0_d2_LunchFlirtC_21b5ef32	mc	"Maybe I could get to know all of you really well back at my hotel tonight..."	game/scripts/orientation/w0_d2 choices/w0_d2_LunchFlirt.rpy	30	mc "[what]"
w0_d2_LunchFlirtC_481267b7	c	"What the actual fuck is wrong with you."	game/scripts/orientation/w0_d2 choices/w0_d2_LunchFlirt.rpy	31	c "[what]"
w0_d2_LunchFlirtC_cf34c5a4	c	"That is so disgusting."	game/scripts/orientation/w0_d2 choices/w0_d2_LunchFlirt.rpy	32	c "[what]"
w0_d2_LunchFlirtC_f8c36a3c	p	"I can’t believe you, you are despicable."	game/scripts/orientation/w0_d2 choices/w0_d2_LunchFlirt.rpy	33	p "[what]"
w0_d2_LunchFlirtC_441efa00	js	"I think I might actually throw up..."	game/scripts/orientation/w0_d2 choices/w0_d2_LunchFlirt.rpy	34	js "[what]"
w0_d2_LunchFlirtC_9bd0f9a1	mc	"Hmm, I thought that would go differently."	game/scripts/orientation/w0_d2 choices/w0_d2_LunchFlirt.rpy	36	mc "[what]"
w0_d2_LunchFlirtC_577410c4	mc	"Can’t blame me, shooters gotta shoot..."	game/scripts/orientation/w0_d2 choices/w0_d2_LunchFlirt.rpy	37	mc "[what]"
w0_d2_LunchJava_423be649	mc	"Hey JavaScript, I’m sorry for how I was acting earlier."	game/scripts/orientation/w0_d2 choices/w0_d2_LunchJava.rpy	4	mc "[what]"
w0_d2_LunchJava_6c648369	mc	"That was mean of me."	game/scripts/orientation/w0_d2 choices/w0_d2_LunchJava.rpy	5	mc "[what]"
w0_d2_LunchJava_203cef3b	js	"Oh, it’s okay."	game/scripts/orientation/w0_d2 choices/w0_d2_LunchJava.rpy	6	js "[what]"
w0_d2_LunchJava_8868161a	js	"It was really just a misunderstanding."	game/scripts/orientation/w0_d2 choices/w0_d2_LunchJava.rpy	7	js "[what]"
w0_d2_LunchJava_3261416e	mc	"Okay, whew. I was scared you would still be mad at me."	game/scripts/orientation/w0_d2 choices/w0_d2_LunchJava.rpy	8	mc "[what]"
w0_d2_LunchJava_dab21ee6	js	"No, it’s okay."	game/scripts/orientation/w0_d2 choices/w0_d2_LunchJava.rpy	9	js "[what]"
w0_d2_LunchJava_f8cca37d	js	"I’m not mad."	game/scripts/orientation/w0_d2 choices/w0_d2_LunchJava.rpy	10	js "[what]"
w0_d2_LunchJava_3991e8be	js	"Like I said, it was a misunderstanding, I’m not mad."	game/scripts/orientation/w0_d2 choices/w0_d2_LunchJava.rpy	11	js "[what]"
w0_d2_LunchJava_0bf1ef78	js	"Thank you for coming and sitting with me."	game/scripts/orientation/w0_d2 choices/w0_d2_LunchJava.rpy	12	js "[what]"
w0_d2_LunchJava_085dee75	js	"I am really excited to eat this lunch!"	game/scripts/orientation/w0_d2 choices/w0_d2_LunchJava.rpy	13	js "[what]"
w0_d2_LunchJava_2df8107c	js	"I’ve heard the plantains are to die for."	game/scripts/orientation/w0_d2 choices/w0_d2_LunchJava.rpy	14	js "[what]"
w0_d2_LunchJava_9971c7ed	mc	"Yeah me too, I love plantains."	game/scripts/orientation/w0_d2 choices/w0_d2_LunchJava.rpy	15	mc "[what]"
w0_d2_LunchJava_15845768	mc	"And I didn’t get to eat breakfast, so I’m pretty hungry."	game/scripts/orientation/w0_d2 choices/w0_d2_LunchJava.rpy	16	mc "[what]"
w0_d2_LunchJava_3f8fcf53	js	"How come? Breakfast is like the most important meal of the day."	game/scripts/orientation/w0_d2 choices/w0_d2_LunchJava.rpy	17	js "[what]"
w0_d2_LunchJava_93efabfe	mc	"My morning was a mess."	game/scripts/orientation/w0_d2 choices/w0_d2_LunchJava.rpy	18	mc "[what]"
w0_d2_LunchJava_45a5b75c	mc	"I am from an area about 4 hours away from here and so I had to stay in a hotel."	game/scripts/orientation/w0_d2 choices/w0_d2_LunchJava.rpy	19	mc "[what]"
w0_d2_LunchJava_2357e4f7	mc	"And last night I was up way too late."	game/scripts/orientation/w0_d2 choices/w0_d2_LunchJava.rpy	20	mc "[what]"
w0_d2_LunchJava_18edd442	mc	"And as you can guess I didn’t wake up on time."	game/scripts/orientation/w0_d2 choices/w0_d2_LunchJava.rpy	21	mc "[what]"
w0_d2_LunchJava_2f7b25a6	js	"Did you make it to orientation on time?"	game/scripts/orientation/w0_d2 choices/w0_d2_LunchJava.rpy	22	js "[what]"
w0_d2_LunchJava_5196a0a1	mc	"Yeah, and that wasn’t even the worst part."	game/scripts/orientation/w0_d2 choices/w0_d2_LunchJava.rpy	23	mc "[what]"
w0_d2_LunchJava_efcdf684	mc	"I rushed out the door and got in my car in like 3 minutes so I could get to orientation on time."	game/scripts/orientation/w0_d2 choices/w0_d2_LunchJava.rpy	24	mc "[what]"
w0_d2_LunchJava_a38b8b12	mc	"But when I started driving, I realized I didn’t even know where the school was."	game/scripts/orientation/w0_d2 choices/w0_d2_LunchJava.rpy	25	mc "[what]"
w0_d2_LunchJava_70f8fed2	js	"Yeah, I literally experienced something like that too!"	game/scripts/orientation/w0_d2 choices/w0_d2_LunchJava.rpy	26	js "[what]"
w0_d2_LunchJava_94608feb	js	"Even though my mom drove with me, I still have no idea how to get around this town."	game/scripts/orientation/w0_d2 choices/w0_d2_LunchJava.rpy	27	js "[what]"
w0_d2_LunchJava_0557ac87	mc	"Then I eventually got here, and I realized I missed the start of orientation."	game/scripts/orientation/w0_d2 choices/w0_d2_LunchJava.rpy	28	mc "[what]"
w0_d2_LunchJava_f9a29e62	mc	"Luckily, there was a professor there who told me where to go."	game/scripts/orientation/w0_d2 choices/w0_d2_LunchJava.rpy	29	mc "[what]"
w0_d2_LunchJava_2dfc0c78	mc	"And that’s how I ended up in the breakout room."	game/scripts/orientation/w0_d2 choices/w0_d2_LunchJava.rpy	30	mc "[what]"
w0_d2_LunchJava_e1c426f5	js	"You met a professor?"	game/scripts/orientation/w0_d2 choices/w0_d2_LunchJava.rpy	31	js "[what]"
w0_d2_LunchJava_59968d85	js	"I don’t think there are any professors on campus right now."	game/scripts/orientation/w0_d2 choices/w0_d2_LunchJava.rpy	32	js "[what]"
w0_d2_LunchJava_13e98ee7	js	"Classes haven’t started, so they have no reason to be here."	game/scripts/orientation/w0_d2 choices/w0_d2_LunchJava.rpy	33	js "[what]"
w0_d2_LunchJava_6f7b597a	mc	"Huh I didn’t think of that."	game/scripts/orientation/w0_d2 choices/w0_d2_LunchJava.rpy	34	mc "[what]"
w0_d2_LunchJava_1ed9b216	mc	"She was definitely older than us and seemed really knowledgeable."	game/scripts/orientation/w0_d2 choices/w0_d2_LunchJava.rpy	35	mc "[what]"
w0_d2_LunchJava_601140a9	mc	"She definitely wasn’t a student, she looked too old to be anywhere near our age."	game/scripts/orientation/w0_d2 choices/w0_d2_LunchJava.rpy	36	mc "[what]"
w0_d2_LunchJava_6780d47d	js	"Hmm, maybe-"	game/scripts/orientation/w0_d2 choices/w0_d2_LunchJava.rpy	37	js "[what]"
w0_d2_LunchPythonC_32e957de	mc	"Hey Python and C++, what did you guys get for lunch?"	game/scripts/orientation/w0_d2 choices/w0_d2_LunchPythonC.rpy	2	mc "[what]"
w0_d2_LunchPythonC_c43cfa2a	p	"..."	game/scripts/orientation/w0_d2 choices/w0_d2_LunchPythonC.rpy	4	p "[what]"
w0_d2_LunchPythonC_c114d857	mc	"Look, I’m sorry about what happened earlier."	game/scripts/orientation/w0_d2 choices/w0_d2_LunchPythonC.rpy	5	mc "[what]"
w0_d2_LunchPythonC_1155a46c	mc	"Do you think we can move past this and start over?"	game/scripts/orientation/w0_d2 choices/w0_d2_LunchPythonC.rpy	6	mc "[what]"
w0_d2_LunchPythonC_5250df00	p	"I guess it would be nice if we all got along."	game/scripts/orientation/w0_d2 choices/w0_d2_LunchPythonC.rpy	7	p "[what]"
w0_d2_LunchPythonC_bc2feee6	p	"What do you think, C++?"	game/scripts/orientation/w0_d2 choices/w0_d2_LunchPythonC.rpy	8	p "[what]"
w0_d2_LunchPythonC_90acd87f	c	"I don’t care, do whatever you want."	game/scripts/orientation/w0_d2 choices/w0_d2_LunchPythonC.rpy	10	c "[what]"
w0_d2_LunchPythonC_051049af	p	"It’s settled then."	game/scripts/orientation/w0_d2 choices/w0_d2_LunchPythonC.rpy	11	p "[what]"
w0_d2_LunchPythonC_bff8dac4	p	"No hard feelings, we’re all friends here."	game/scripts/orientation/w0_d2 choices/w0_d2_LunchPythonC.rpy	12	p "[what]"
w0_d2_LunchPythonC_0a06fc27	mc	"Great. What did you get for lunch?"	game/scripts/orientation/w0_d2 choices/w0_d2_LunchPythonC.rpy	13	mc "[what]"
w0_d2_LunchPythonC_ce22525d	p	"I got a beef burrito and some plantains for lunch."	game/scripts/orientation/w0_d2 choices/w0_d2_LunchPythonC.rpy	14	p "[what]"
w0_d2_LunchPythonC_6b238bee	p	"It looks really good, and I am starving!"	game/scripts/orientation/w0_d2 choices/w0_d2_LunchPythonC.rpy	15	p "[what]"
w0_d2_LunchPythonC_9dddf48f	mc	"Yeah me too, I didn’t even get to eat breakfast."	game/scripts/orientation/w0_d2 choices/w0_d2_LunchPythonC.rpy	16	mc "[what]"
w0_d2_LunchPythonC_7d5d98da	c	"Why not? You’re so stupid you don’t know how to cook?"	game/scripts/orientation/w0_d2 choices/w0_d2_LunchPythonC.rpy	17	c "[what]"
w0_d2_LunchPythonC_ff55086f	c	{i}Sighs{/i} "Sorry that was mean, why didn’t you get breakfast??"	game/scripts/orientation/w0_d2 choices/w0_d2_LunchPythonC.rpy	18	c "[what]"
w0_d2_LunchPythonC_93efabfe	mc	"My morning was a mess."	game/scripts/orientation/w0_d2 choices/w0_d2_LunchPythonC.rpy	19	mc "[what]"
w0_d2_LunchPythonC_45a5b75c	mc	"I am from an area about 4 hours away from here and so I had to stay in a hotel."	game/scripts/orientation/w0_d2 choices/w0_d2_LunchPythonC.rpy	20	mc "[what]"
w0_d2_LunchPythonC_2357e4f7	mc	"And last night I was up way too late."	game/scripts/orientation/w0_d2 choices/w0_d2_LunchPythonC.rpy	21	mc "[what]"
w0_d2_LunchPythonC_18edd442	mc	"And as you can guess I didn’t wake up on time."	game/scripts/orientation/w0_d2 choices/w0_d2_LunchPythonC.rpy	22	mc "[what]"
w0_d2_LunchPythonC_f9032f49	c	"And that was why you barely made it to the room on time?"	game/scripts/orientation/w0_d2 choices/w0_d2_LunchPythonC.rpy	23	c "[what]"
w0_d2_LunchPythonC_5196a0a1	mc	"Yeah, and that wasn’t even the worst part."	game/scripts/orientation/w0_d2 choices/w0_d2_LunchPythonC.rpy	24	mc "[what]"
w0_d2_LunchPythonC_a4cad702	mc	"I rushed out the door and got to my car in like 3 minutes."	game/scripts/orientation/w0_d2 choices/w0_d2_LunchPythonC.rpy	25	mc "[what]"
w0_d2_LunchPythonC_a38b8b12	mc	"But when I started driving, I realized I didn’t even know where the school was."	game/scripts/orientation/w0_d2 choices/w0_d2_LunchPythonC.rpy	26	mc "[what]"
w0_d2_LunchPythonC_fca313d4	p	"Yeah, I ran into the same problem."	game/scripts/orientation/w0_d2 choices/w0_d2_LunchPythonC.rpy	27	p "[what]"
w0_d2_LunchPythonC_a54a3c5b	p	"I have never been to Bytesborough before today."	game/scripts/orientation/w0_d2 choices/w0_d2_LunchPythonC.rpy	28	p "[what]"
w0_d2_LunchPythonC_b34afa75	mc	"Then I eventually got here and I realized I missed the start of orientation."	game/scripts/orientation/w0_d2 choices/w0_d2_LunchPythonC.rpy	29	mc "[what]"
w0_d2_LunchPythonC_197fd705	mc	"Luckily there was a professor there who told me where I was supposed to go."	game/scripts/orientation/w0_d2 choices/w0_d2_LunchPythonC.rpy	30	mc "[what]"
w0_d2_LunchPythonC_2dfc0c78	mc	"And that’s how I ended up in the breakout room."	game/scripts/orientation/w0_d2 choices/w0_d2_LunchPythonC.rpy	31	mc "[what]"
w0_d2_LunchPythonC_1bdda064	c	"You met a professor?"	game/scripts/orientation/w0_d2 choices/w0_d2_LunchPythonC.rpy	32	c "[what]"
w0_d2_LunchPythonC_c023d262	c	"I don’t think there are any professors on campus right now."	game/scripts/orientation/w0_d2 choices/w0_d2_LunchPythonC.rpy	33	c "[what]"
w0_d2_LunchPythonC_f50ad63c	c	"Since classes haven’t started, they have no reason to be here."	game/scripts/orientation/w0_d2 choices/w0_d2_LunchPythonC.rpy	34	c "[what]"
w0_d2_LunchPythonC_da8ff133	p	"You’re right. Come to think of it, I haven't seen any professors either."	game/scripts/orientation/w0_d2 choices/w0_d2_LunchPythonC.rpy	35	p "[what]"
w0_d2_LunchPythonC_9b4d88db	mc	"Huh, I didn’t think of that."	game/scripts/orientation/w0_d2 choices/w0_d2_LunchPythonC.rpy	36	mc "[what]"
w0_d2_LunchPythonC_1ed9b216	mc	"She was definitely older than us and seemed really knowledgeable."	game/scripts/orientation/w0_d2 choices/w0_d2_LunchPythonC.rpy	37	mc "[what]"
w0_d2_LunchPythonC_93429e4e	c	"You better not be trying to get ahead of me before the semester even starts."	game/scripts/orientation/w0_d2 choices/w0_d2_LunchPythonC.rpy	38	c "[what]"
w0_d2_LunchPythonC_734e127e	mc	"Don’t worry, I don’t have to try, I’m probably ahead of you already."	game/scripts/orientation/w0_d2 choices/w0_d2_LunchPythonC.rpy	39	mc "[what]"
w0_d2_LunchPythonC_5bfb21ba	mc	"Anyway, what did you guys think about JavaScript?"	game/scripts/orientation/w0_d2 choices/w0_d2_LunchPythonC.rpy	40	mc "[what]"
w0_d2_LunchPythonC_555364b3	p	"She seemed really nice."	game/scripts/orientation/w0_d2 choices/w0_d2_LunchPythonC.rpy	41	p "[what]"
w0_d2_LunchPythonC_6ed67abb	c	"She just does too much."	game/scripts/orientation/w0_d2 choices/w0_d2_LunchPythonC.rpy	42	c "[what]"
w0_d2_LunchPythonC_0138c759	c	"She was always saying ‘slay’, or ‘queen’."	game/scripts/orientation/w0_d2 choices/w0_d2_LunchPythonC.rpy	43	c "[what]"
w0_d2_JSAnnoying_d395e61b	c	"Talk about being chronically online..."	game/scripts/orientation/w0_d2 choices/w0_d2_LunchPythonC.rpy	46	c "[what]" nointeract
w0_d2_JSAnnoying_53486a40	mc	"Yeah, she is pretty annoying."	game/scripts/orientation/w0_d2 choices/w0_d2_LunchPythonC.rpy	49	mc "[what]"
w0_d2_JSAnnoying_f86d2de7	mc	"Look over there, she’s sitting alone."	game/scripts/orientation/w0_d2 choices/w0_d2_LunchPythonC.rpy	51	mc "[what]"
w0_d2_JSAnnoying_30da846b	mc	"It makes sense when you think about it."	game/scripts/orientation/w0_d2 choices/w0_d2_LunchPythonC.rpy	52	mc "[what]"
w0_d2_JSAnnoying_d94465ac	mc	"I wouldn’t want to sit with her either."	game/scripts/orientation/w0_d2 choices/w0_d2_LunchPythonC.rpy	53	mc "[what]"
w0_d2_JSAnnoying_e78b5a45	mc	"I mean she can be a little much."	game/scripts/orientation/w0_d2 choices/w0_d2_LunchPythonC.rpy	56	mc "[what]"
w0_d2_JSAnnoying_d38e0e9c	mc	"But I wouldn’t go as far as to say she is annoying."	game/scripts/orientation/w0_d2 choices/w0_d2_LunchPythonC.rpy	57	mc "[what]"
w0_d2_JSAnnoying_5e3925e4	mc	"Look, she is sitting alone over there."	game/scripts/orientation/w0_d2 choices/w0_d2_LunchPythonC.rpy	59	mc "[what]"
w0_d2_JSAnnoying_6b4aaaff	mc	"Do you guys want to go sit with her?"	game/scripts/orientation/w0_d2 choices/w0_d2_LunchPythonC.rpy	60	mc "[what]"
w0_d2_JSAnnoying_23fc2362	p	"I think we should go sit with her."	game/scripts/orientation/w0_d2 choices/w0_d2_LunchPythonC.rpy	62	p "[what]"
w0_d2_JSAnnoying_14a61ff7	p	"She is probably feeling lonely."	game/scripts/orientation/w0_d2 choices/w0_d2_LunchPythonC.rpy	63	p "[what]"
w0_d2_JSAnnoying_c671061c	p	"And we shouldn’t be mean to someone who could be our new friend."	game/scripts/orientation/w0_d2 choices/w0_d2_LunchPythonC.rpy	64	p "[what]"
w0_d2_StatueC_7cd1ac33	mc	"Yep, I totally knew that. It’s pretty insensitive of Python to support someone like that."	game/scripts/orientation/w0_d2 choices/w0_d2_StatueC.rpy	5	mc "[what]"
w0_d2_StatueC_d1f2a7a1	p	"I seriously didn’t know, jeez..."	game/scripts/orientation/w0_d2 choices/w0_d2_StatueC.rpy	6	p "[what]"
w0_d2_StatueC_8f7ecf15	p	"You guys don’t need to be mean about it."	game/scripts/orientation/w0_d2 choices/w0_d2_StatueC.rpy	7	p "[what]"
w0_d2_StatueC_19e9aeb8	c	"At least someone knows what they’re talking about, thanks, [mc]."	game/scripts/orientation/w0_d2 choices/w0_d2_StatueC.rpy	8	c "[what]"
w0_d2_StatueC_d0f826d4	js	"There is no way you knew that!"	game/scripts/orientation/w0_d2 choices/w0_d2_StatueC.rpy	9	js "[what]"
w0_d2_StatueC_1702e443	js	"And even if you did, C++ is being so mean, there’s no need to be nasty!"	game/scripts/orientation/w0_d2 choices/w0_d2_StatueC.rpy	10	js "[what]"
w0_d2_StatueC_8b2ad0a4	js	"I bet you’re just agreeing with her because you think she’s cute!"	game/scripts/orientation/w0_d2 choices/w0_d2_StatueC.rpy	11	js "[what]"
w0_d2_StatueC_28278a3f	js	"God, men are so shallow!"	game/scripts/orientation/w0_d2 choices/w0_d2_StatueC.rpy	12	js "[what]"
w0_d2_StatueC_3a4e18c2	mc	{i}Flustered{/i} "No, not at all! I seriously mean what I said."	game/scripts/orientation/w0_d2 choices/w0_d2_StatueC.rpy	13	mc "[what]"
w0_d2_CuteC_50b9b11c	c	"Hm, so you don’t think I’m cute?"	game/scripts/orientation/w0_d2 choices/w0_d2_StatueC.rpy	17	c "[what]" nointeract
w0_d2_CuteC_be6305d6	mc	{i}Flustered{/i}	game/scripts/orientation/w0_d2 choices/w0_d2_StatueC.rpy	21	mc "[what]"
w0_d2_CuteC_f9820079	mc	"Well... that’s not what I was saying."	game/scripts/orientation/w0_d2 choices/w0_d2_StatueC.rpy	22	mc "[what]"
w0_d2_CuteC_6540e262	mc	"I do think you’re kinda cute..."	game/scripts/orientation/w0_d2 choices/w0_d2_StatueC.rpy	23	mc "[what]"
w0_d2_CuteC_80a8f042	c	{i}Blushes{/i}	game/scripts/orientation/w0_d2 choices/w0_d2_StatueC.rpy	24	c "[what]"
w0_d2_CuteC_85d8f0d2	js	"Ugh I knew it!"	game/scripts/orientation/w0_d2 choices/w0_d2_StatueC.rpy	25	js "[what]"
w0_d2_CuteC_29ae3bd5	js	"Stop being such a simp!"	game/scripts/orientation/w0_d2 choices/w0_d2_StatueC.rpy	27	js "[what]"
w0_d2_CuteC_f583ad5b	js	"So typical of boys to only care about looks."	game/scripts/orientation/w0_d2 choices/w0_d2_StatueC.rpy	28	js "[what]"
w0_d2_CuteC_96ec4d99	js	"C++, don’t think you’re right just because this guy agrees with you!"	game/scripts/orientation/w0_d2 choices/w0_d2_StatueC.rpy	29	js "[what]"
w0_d2_CuteC_aee2bb81	c	"And what would you know about being right?"	game/scripts/orientation/w0_d2 choices/w0_d2_StatueC.rpy	30	c "[what]"
w0_d2_CuteC_2c360830	c	"You’re just jealous he didn’t take your side!"	game/scripts/orientation/w0_d2 choices/w0_d2_StatueC.rpy	31	c "[what]"
w0_d2_CuteC_faa429d9	js	"I wouldn’t want someone so superficial to agree with me anyway!"	game/scripts/orientation/w0_d2 choices/w0_d2_StatueC.rpy	32	js "[what]"
w0_d2_CuteC_00a6dd5f	mc	"Woah, I’m not superficial, I just think-"	game/scripts/orientation/w0_d2 choices/w0_d2_StatueC.rpy	33	mc "[what]"
w0_d2_CuteC_2b4f9958	c	"[mc], be quiet. This isn’t even about you!"	game/scripts/orientation/w0_d2 choices/w0_d2_StatueC.rpy	34	c "[what]"
w0_d2_CuteC_59ba8964	mc	"Don’t go fishing for a compliment just because I agreed with you..."	game/scripts/orientation/w0_d2 choices/w0_d2_StatueC.rpy	38	mc "[what]"
w0_d2_CuteC_ca9da1f0	mc	"I agree that Python shouldn’t go around calling statues cool without knowing what they represent."	game/scripts/orientation/w0_d2 choices/w0_d2_StatueC.rpy	39	mc "[what]"
w0_d2_CuteC_f3a61117	mc	"That's it."	game/scripts/orientation/w0_d2 choices/w0_d2_StatueC.rpy	40	mc "[what]"
w0_d2_CuteC_6edc64fe	c	"So you think I’m ugly!?"	game/scripts/orientation/w0_d2 choices/w0_d2_StatueC.rpy	41	c "[what]"
w0_d2_CuteC_30ec3149	mc	"I-"	game/scripts/orientation/w0_d2 choices/w0_d2_StatueC.rpy	42	mc "[what]"
w0_d2_CuteC_6a6fa0c4	js	"Why are you begging for his attention C++?"	game/scripts/orientation/w0_d2 choices/w0_d2_StatueC.rpy	43	js "[what]"
w0_d2_CuteC_27c6572c	js	"This isn’t about you, it’s about the statue."	game/scripts/orientation/w0_d2 choices/w0_d2_StatueC.rpy	44	js "[what]"
w0_d2_CuteC_a8f76310	js	"Or did you forget what you were mad about already?"	game/scripts/orientation/w0_d2 choices/w0_d2_StatueC.rpy	45	js "[what]"
w0_d2_CuteC_e92fd40f	c	"Okay sugar queen, no one asked you for your input."	game/scripts/orientation/w0_d2 choices/w0_d2_StatueC.rpy	46	c "[what]"
w0_d2_CuteC_f7d311cf	c	"You’re just mad because he didn’t take your side."	game/scripts/orientation/w0_d2 choices/w0_d2_StatueC.rpy	47	c "[what]"
w0_d2_CuteC_bbab3240	js	"At least he doesn’t think I’m ugly..."	game/scripts/orientation/w0_d2 choices/w0_d2_StatueC.rpy	48	js "[what]"
w0_d2_CuteC_1ddc86d2	c	"Excuse me!?"	game/scripts/orientation/w0_d2 choices/w0_d2_StatueC.rpy	49	c "[what]"
w0_d2_CuteC_6dca7102	mc	"I never said-"	game/scripts/orientation/w0_d2 choices/w0_d2_StatueC.rpy	50	mc "[what]"
w0_d2_StatueDB_638547c7	mc	{i}Distracted{/i} "Wait, guys. Look at that girl over there."	game/scripts/orientation/w0_d2 choices/w0_d2_StatueDB.rpy	5	mc "[what]"
w0_d2_StatueDB_79cc1b20	mc	"She is actually so hot, should I go talk to her?"	game/scripts/orientation/w0_d2 choices/w0_d2_StatueDB.rpy	6	mc "[what]"
w0_d2_StatueDB_54345f2b	p	"What are you even talking about, [mc]?"	game/scripts/orientation/w0_d2 choices/w0_d2_StatueDB.rpy	7	p "[what]"
w0_d2_StatueDB_cec52ef0	js	"Yeah, what is wrong with you?"	game/scripts/orientation/w0_d2 choices/w0_d2_StatueDB.rpy	8	js "[what]"
w0_d2_StatueDB_19a263d9	js	"Were you even listening to the conversation we were having?"	game/scripts/orientation/w0_d2 choices/w0_d2_StatueDB.rpy	9	js "[what]"
w0_d2_StatueDB_98bf1f8a	mc	"What? Of course I was!"	game/scripts/orientation/w0_d2 choices/w0_d2_StatueDB.rpy	10	mc "[what]"
w0_d2_GuessingConvo_e5e6d97d	c	"Okay, then what were we talking about?"	game/scripts/orientation/w0_d2 choices/w0_d2_StatueDB.rpy	13	c "[what]" nointeract
w0_d2_StatueDBContinue_f518da20	c	"See? That wasn’t even close to what we were talking about."	game/scripts/orientation/w0_d2 choices/w0_d2_StatueDB.rpy	25	c "[what]"
w0_d2_StatueDBContinue_4ba9bfb9	js	"I bet you didn’t know what we were talking about because you were too busy staring at that girl!"	game/scripts/orientation/w0_d2 choices/w0_d2_StatueDB.rpy	26	js "[what]"
w0_d2_StatueDBContinue_7cf88e5a	js	"You are sooo into her!"	game/scripts/orientation/w0_d2 choices/w0_d2_StatueDB.rpy	27	js "[what]"
w0_d2_StatueDBContinue_1daf2742	mc	"Woah, woah, woah. You’re getting mad at me?"	game/scripts/orientation/w0_d2 choices/w0_d2_StatueDB.rpy	28	mc "[what]"
w0_d2_StatueDBContinue_1d73e8ee	mc	"Look at her, she’s a 10!"	game/scripts/orientation/w0_d2 choices/w0_d2_StatueDB.rpy	29	mc "[what]"
w0_d2_StatueDBContinue_4ceaddd7	mc	"When do you get to see girls THAT cute?"	game/scripts/orientation/w0_d2 choices/w0_d2_StatueDB.rpy	30	mc "[what]"
w0_d2_CuteGroup_1142c7a0	p	"What? Aren’t we cute enough?"	game/scripts/orientation/w0_d2 choices/w0_d2_StatueDB.rpy	33	p "[what]" nointeract
w0_d2_CuteGroup_7b7138dd	mc	"Well I am not going to sit here and say that you guys aren’t cute..."	game/scripts/orientation/w0_d2 choices/w0_d2_StatueDB.rpy	36	mc "[what]"
w0_d2_CuteGroup_987c923d	mc	"No way! I don’t think that! That’s crazy! I mean-"	game/scripts/orientation/w0_d2 choices/w0_d2_StatueDB.rpy	42	mc "[what]"
w0_d2_CuteGroup_07514303	mc	"This feels like a trap!"	game/scripts/orientation/w0_d2 choices/w0_d2_StatueDB.rpy	43	mc "[what]"
w0_d2_CuteGroup_8c460508	mc	"I was just looking at that girl, it wasn’t related to you three."	game/scripts/orientation/w0_d2 choices/w0_d2_StatueDB.rpy	44	mc "[what]"
w0_d2_CuteGroup_74a56f87	p	"Okay, I see how it is..."	game/scripts/orientation/w0_d2 choices/w0_d2_StatueDB.rpy	45	p "[what]"
w0_d2_CuteGroup_ff9a5c32	mc	"No, I meant-"	game/scripts/orientation/w0_d2 choices/w0_d2_StatueDB.rpy	46	mc "[what]"
w0_d2_CuteGroup_e68424ff	c	"Well I don’t care who you think is or isn’t cute!"	game/scripts/orientation/w0_d2 choices/w0_d2_StatueDB.rpy	48	c "[what]"
w0_d2_CuteGroup_2e09e813	c	"That’s no reason to be ignoring us."	game/scripts/orientation/w0_d2 choices/w0_d2_StatueDB.rpy	49	c "[what]"
w0_d2_CuteGroup_d8d4941b	js	"Yeah, sorry our conversation isn’t interesting enough for you."	game/scripts/orientation/w0_d2 choices/w0_d2_StatueDB.rpy	50	js "[what]"
w0_d2_CuteGroup_67e1e6f5	mc	"No, that’s not what I was saying-"	game/scripts/orientation/w0_d2 choices/w0_d2_StatueDB.rpy	51	mc "[what]"
w0_d2_CuteGroup_6c92c0e3	bsl	"Hey you guys are being really loud."	game/scripts/orientation/w0_d2 choices/w0_d2_StatueDB.rpy	52	bsl "[what]"
w0_d2_CuteGroup_81f0ebd4	bsl	"Could you try to keep it down?"	game/scripts/orientation/w0_d2 choices/w0_d2_StatueDB.rpy	53	bsl "[what]"
w0_d2_CuteGroup_b43e4839	mc	"Sorry..."	game/scripts/orientation/w0_d2 choices/w0_d2_StatueDB.rpy	54	mc "[what]"
w0_d2_StatueJS_8e53eaaf	mc	"I agree with JavaScript and Python, you need to take a chill pill C++."	game/scripts/orientation/w0_d2 choices/w0_d2_StatueJS.rpy	5	mc "[what]"
w0_d2_StatueJS_ff3c8969	mc	"He does look cool, I didn’t realize that was ‘Firewall’ Jackson either."	game/scripts/orientation/w0_d2 choices/w0_d2_StatueJS.rpy	6	mc "[what]"
